년,월,국적지역,체류외국인수
2024,04,멕시코,1710
2024,04,모나코,2
2024,04,모로코,1997
2024,04,모리셔스,42
2024,04,모리타니,18
2024,04,모잠비크,59
2024,04,몬테네그로,21
2024,04,몰도바,69
2024,04,몰디브,7
2024,04,몰타,28
2024,04,몽골,54677
2024,04,무국적,164
2024,04,미국,174405
2024,04,미얀마,46634
2024,04,미이크로네시아,17
2024,04,바누아투,34
2024,04,바레인,41
2024,04,바베이도스,5
2024,04,바하마,7
2024,04,방글라데시,28376
2024,04,베냉,28
2024,04,베네수엘라,258
2024,04,베트남,297999
2024,04,벨기에,1470
2024,04,벨라루스,448
2024,04,벨리즈,7
2024,04,보스니아-헤르체고비나,28
2024,04,보츠와나,41
2024,04,볼리비아,107
2024,04,부룬디,481
2024,04,부르키나파소,60
2024,04,부탄,41
2024,04,북마케도니아,12
2024,04,불가리아,325
2024,04,브라질,2819
2024,04,브루나이,178
2024,04,사모아,11
2024,04,사우디아라비아,1318
2024,04,산마리노,2
2024,04,상투메프린시페,2
2024,04,세네갈,340
2024,04,세르비아,164
2024,04,세르비아몬테네그로,1
2024,04,세이셸,3
2024,04,세인트루시아,9
2024,04,세인트빈센트그레나딘,2
2024,04,세인트크리스토퍼네비스,32
2024,04,소말리아,33
2024,04,솔로몬군도,17
2024,04,수단,337
2024,04,수리남,8
2024,04,스리랑카,32806
2024,04,스발바르,1
2024,04,스웨덴,1230
2024,04,스위스,1403
2024,04,스페인,2311
2024,04,슬로바크,229
2024,04,슬로베니아,168
2024,04,시리아,1881
2024,04,시에라리온,116
2024,04,싱가포르,8966
2024,04,아랍에미리트연합,652
2024,04,아르메니아,89
2024,04,아르헨티나,657
2024,04,아이슬란드,48
2024,04,아이티,185
2024,04,아일랜드,917
2024,04,아제르바이잔,440
2024,04,아프가니스탄,935
2024,04,안도라,2
2024,04,알바니아,65
2024,04,알제리,508
2024,04,앙골라,234
2024,04,앤티카바부다,4
2024,04,에리트레아,13
2024,04,에스와티니,18
2024,04,에스토니아,139
2024,04,에콰도르,393
2024,04,에티오피아,1435
2024,04,엘살바도르,80
2024,04,영국,9541
2024,04,영국외지민,166
2024,04,영국외지시민,2
2024,04,영국해외영토시민,2
2024,04,예멘공화국,1230
2024,04,오만,111
2024,04,오스트레일리아,14787
2024,04,오스트리아,755
2024,04,온두라스,94
2024,04,요르단,643
2024,04,우간다,616
2024,04,우루과이,68
2024,04,우즈베키스탄,90435
2024,04,우크라이나,5328
2024,04,유고슬라비아,1
2024,04,이라크,693
2024,04,이란,2088
2024,04,이스라엘,780
2024,04,이집트,3126
2024,04,이탈리아,3315
2024,04,인도,16838
2024,04,인도네시아,61405
2024,04,일본,53374
2024,04,자메이카,63
2024,04,자이르,7
2024,04,잠비아,136
2024,04,적도기니,11
2024,04,조지아,142
2024,04,중국,328842
2024,04,중앙아프리카공화국,18
2024,04,지부티,7
2024,04,짐바브웨,142
2024,04,차드,9
2024,04,체코,514
2024,04,칠레,546
2024,04,카메룬,820
2024,04,카보베르데,3
2024,04,카자흐스탄,45984
2024,04,카타르,116
2024,04,캄보디아,60462
2024,04,캐나다,30743
2024,04,케냐,667
2024,04,코모로,8
2024,04,코소보,10
2024,04,코스타리카,152
2024,04,코트디부아르,249
2024,04,콜롬비아,878
2024,04,콩고,35
2024,04,콩고민주공화국,342
2024,04,쿠바,50
2024,04,쿠웨이트,172
2024,04,크로아티아,202
2024,04,키르기즈,10821
2024,04,키리바시,3
2024,04,키프로스,70
2024,04,태국,196983
2024,04,타이완,33905
2024,04,타지키스탄,2751
2024,04,탄자니아,526
2024,04,토고,46
2024,04,통가,9
2024,04,투르크메니스탄,1044
2024,04,투발루,2
2024,04,튀니지,766
2024,04,튀르키예,4914
2024,04,트리니다드토바고,44
2024,04,티모르민주공화국,4198
2024,04,파나마,109
2024,04,파라과이,246
2024,04,파키스탄,17042
2024,04,파푸아뉴기니,28
2024,04,팔라우,9
2024,04,팔레스타인,102
2024,04,페루,1041
2024,04,포르투갈,504
2024,04,폴란드,2201
2024,04,프랑스,13660
2024,04,피지,92
2024,04,핀란드,594
2024,04,필리핀,66513
2024,04,한국계중국인,633349
2024,04,헝가리,436
2024,04,홍콩,8528
2024,04,홍콩거주난민,16
2024,05,가나,1466
2024,05,가봉,103
2024,05,가이아나,14
2024,05,감비아,123
2024,05,과테말라,130
2024,05,교황청,2
2024,05,국적불명,47
2024,05,국제연합,44
2024,05,국제연합 전문기구,5
2024,05,그레나다,5
2024,05,그리스,253
2024,05,기니,253
2024,05,기니비사우,16
2024,05,나미비아,2
2024,05,나우루,5
2024,05,나이지리아,2840
2024,05,남수단공화국,34
2024,05,남아프리카공화국,4555
2024,05,네덜란드,1263
2024,05,네팔,67459
2024,05,노르웨이,447
2024,05,뉴질랜드,4221
2024,05,니제르,12
2024,05,니카라과,50
2024,05,덴마크,481
2024,05,도미니카공화국,127
2024,05,도미니카연방,26
2024,05,독일,5473
2024,05,라오스,9661
2024,05,라이베리아,536
2024,05,라트비아,104
2024,05,러시아(연방),68485
2024,05,레바논,61
2024,05,레소토,7
2024,05,루마니아,374
2024,05,룩셈부르크,51
2024,05,르완다,485
2024,05,리비아,897
2024,05,리투아니아,190
2024,05,리히텐슈타인,3
2024,05,마다가스카르,54
2024,05,마샬군도,31
2024,05,마카오,193
2024,05,말라위,59
2024,05,말레이시아,8167
2024,05,말리,259
2024,05,멕시코,1301
2024,05,모나코,
2024,05,모로코,1845
2024,05,모리셔스,26
2024,05,모리타니,17
2024,05,모잠비크,57
2024,05,몬테네그로,13
2024,05,몰도바,68
2024,05,몰디브,5
2024,05,몰타,32
2024,05,몽골,52433
2024,05,무국적,163
2024,05,미국,160930
2024,05,미얀마,47435
2024,05,미이크로네시아,16
2024,05,바누아투,30
2024,05,바레인,24
2024,05,바베이도스,5
2024,05,바하마,7
2024,05,방글라데시,28500
2024,05,베냉,24
2024,05,베네수엘라,227
2024,05,베트남,296421
2024,05,벨기에,637
2024,05,벨라루스,411
2024,05,벨리즈,6
2024,05,보스니아-헤르체고비나,10
2024,05,보츠와나,33
2024,05,볼리비아,95
2024,05,부룬디,494
2024,05,부르키나파소,59
2024,05,부탄,39
2024,05,북마케도니아,12
2024,05,불가리아,181
2024,05,브라질,2236
2024,05,브루나이,140
2024,05,사모아,8
2024,05,사우디아라비아,1050
2024,05,산마리노,2
2024,05,상투메프린시페,2
2024,05,세네갈,315
2024,05,세르비아,84
2024,05,세르비아몬테네그로,1
2024,05,세이셸,2
2024,05,세인트루시아,6
2024,05,세인트빈센트그레나딘,1
2024,05,세인트크리스토퍼네비스,25
2024,05,소말리아,34
2024,05,솔로몬군도,13
2024,05,수단,341
2024,05,수리남,7
2024,05,스리랑카,33251
2024,05,스발바르,1
2024,05,스웨덴,801
2024,05,스위스,732
2024,05,스페인,1520
2024,05,슬로바크,121
2024,05,슬로베니아,84
2024,05,시리아,1879
2024,05,시에라리온,103
2024,05,싱가포르,2273
2024,05,아랍에미리트연합,524
2024,05,아르메니아,86
2024,05,아르헨티나,563
2024,05,아이슬란드,25
2024,05,아이티,183
2024,05,아일랜드,753
2024,05,아제르바이잔,425
2024,05,아프가니스탄,926
2024,05,안도라,
2024,05,알바니아,53
2024,05,알제리,492
2024,05,앙골라,122
2024,05,앤티카바부다,5
2024,05,에리트레아,13
2024,05,에스와티니,25
2024,05,에스토니아,73
2024,05,에콰도르,349
2024,05,에티오피아,1422
2024,05,엘살바도르,75
2024,05,영국,7469
2024,05,영국외지민,94
2024,05,영국외지시민,2
2024,05,영국해외영토시민,2
2024,05,예멘공화국,1229
2024,05,오만,71
2024,05,오스트레일리아,10537
2024,05,오스트리아,425
2024,05,온두라스,80
2024,05,요르단,633
2024,05,우간다,615
2024,05,우루과이,59
2024,05,우즈베키스탄,90061
2024,05,우크라이나,5129
2024,05,유고슬라비아,1
2024,05,이라크,662
2024,05,이란,2016
2024,05,이스라엘,368
2024,05,이집트,3056
2024,05,이탈리아,1671
2024,05,인도,15985
2024,05,인도네시아,58525
2024,05,일본,32923
2024,05,자메이카,56
2024,05,자이르,7
2024,05,잠비아,124
2024,05,적도기니,10
2024,05,조지아,132
2024,05,중국,280347
2024,05,중앙아프리카공화국,18
2024,05,지부티,5
2024,05,짐바브웨,144
2024,05,차드,8
2024,05,체코,271
2024,05,칠레,444
2024,05,카메룬,814
2024,05,카보베르데,1
2024,05,카자흐스탄,45051
2024,05,카타르,98
2024,05,캄보디아,61607
2024,05,캐나다,26616
2024,05,케냐,642
2024,05,코모로,4
2024,05,코소보,9
2024,05,코스타리카,123
2024,05,코트디부아르,251
2024,05,콜롬비아,739
2024,05,콩고,34
2024,05,콩고민주공화국,340
2024,05,쿠바,48
2024,05,쿠웨이트,74
2024,05,크로아티아,118
2024,05,키르기즈,10719
2024,05,키리바시,1
2024,05,키프로스,36
2024,05,태국,190117
2024,05,타이완,19306
2024,05,타지키스탄,2577
2024,05,탄자니아,537
2024,05,토고,44
2024,05,통가,6
2024,05,투르크메니스탄,1062
2024,05,투발루,1
2024,05,튀니지,738
2024,05,튀르키예,4347
2024,05,트리니다드토바고,35
2024,05,티모르민주공화국,4200
2024,05,파나마,88
2024,05,파라과이,233
2024,05,파키스탄,17082
2024,05,파푸아뉴기니,20
2024,05,팔라우,12
2024,05,팔레스타인,100
2024,05,페루,924
2024,05,포르투갈,290
2024,05,폴란드,889
2024,05,프랑스,7745
2024,05,피지,89
2024,05,핀란드,435
2024,05,필리핀,64015
2024,05,한국계중국인,632438
2024,05,헝가리,298
2024,05,홍콩,2966
2024,05,홍콩거주난민,15
2024,06,가나,1495
2024,06,가봉,108
2024,06,가이아나,13
2024,06,감비아,123
2024,06,과테말라,161
2024,06,교황청,2
2024,06,국적불명,49
2024,06,국제연합,49
2024,06,국제연합 전문기구,6
2024,06,그레나다,8
2024,06,그리스,320
2024,06,기니,249
2024,06,기니비사우,16
2024,06,나미비아,6
2024,06,나우루,5
2024,06,나이지리아,2860
2024,06,남수단공화국,34
2024,06,남아프리카공화국,4781
2024,06,네덜란드,1493
2024,06,네팔,68282
2024,06,노르웨이,918
2024,06,뉴질랜드,4615
2024,06,니제르,12
2024,06,니카라과,51
2024,06,덴마크,694
2024,06,도미니카공화국,157
2024,06,도미니카연방,30
2024,06,독일,6535
2024,06,라오스,10431
2024,06,라이베리아,540
2024,06,라트비아,121
2024,06,러시아(연방),71010
2024,06,레바논,70
2024,06,레소토,9
2024,06,루마니아,538
2024,06,룩셈부르크,72
2024,06,르완다,492
2024,06,리비아,921
2024,06,리투아니아,246
2024,06,리히텐슈타인,3
2024,06,마다가스카르,78
2024,06,마샬군도,28
2024,06,마카오,678
2024,06,말라위,59
2024,06,말레이시아,10148
2024,06,말리,259
2024,06,멕시코,1792
2024,06,모로코,1917
2024,06,모리셔스,30
2024,06,모리타니,17
2024,06,모잠비크,75
2024,06,몬테네그로,21
2024,06,몰도바,71
2024,06,몰디브,6
2024,06,몰타,29
2024,06,몽골,55802
2024,06,무국적,161
2024,06,미국,190335
2024,06,미얀마,48569
2024,06,미이크로네시아,27
2024,06,바누아투,31
2024,06,바레인,24
2024,06,바베이도스,9
2024,06,바하마,9
2024,06,방글라데시,28689
2024,06,베냉,26
2024,06,베네수엘라,252
2024,06,베트남,307487
2024,06,벨기에,896
2024,06,벨라루스,444
2024,06,벨리즈,10
2024,06,보스니아-헤르체고비나,11
2024,06,보츠와나,34
2024,06,볼리비아,125
2024,06,부룬디,503
2024,06,부르키나파소,64
2024,06,부탄,54
2024,06,북마케도니아,14
2024,06,불가리아,228
2024,06,브라질,2594
2024,06,브루나이,181
2024,06,사모아,7
2024,06,사우디아라비아,2178
2024,06,산마리노,2
2024,06,상투메프린시페,2
2024,06,세네갈,334
2024,06,세르비아,108
2024,06,세르비아몬테네그로,1
2024,06,세이셸,7
2024,06,세인트루시아,7
2024,06,세인트빈센트그레나딘,2
2024,06,세인트크리스토퍼네비스,36
2024,06,소말리아,34
2024,06,솔로몬군도,14
2024,06,수단,351
2024,06,수리남,7
2024,06,스리랑카,33561
2024,06,스발바르,1
2024,06,스웨덴,1481
2024,06,스위스,1112
2024,06,스페인,2158
2024,06,슬로바크,188
2024,06,슬로베니아,115
2024,06,시리아,1898
2024,06,시에라리온,105
2024,06,싱가포르,4992
2024,06,아랍에미리트연합,682
2024,06,아르메니아,97
2024,06,아르헨티나,607
2024,06,아이슬란드,51
2024,06,아이티,179
2024,06,아일랜드,897
2024,06,아제르바이잔,446
2024,06,아프가니스탄,937
2024,06,안도라,2
2024,06,알바니아,49
2024,06,알제리,508
2024,06,앙골라,124
2024,06,앤티카바부다,6
2024,06,에리트레아,13
2024,06,에스와티니,20
2024,06,에스토니아,111
2024,06,에콰도르,388
2024,06,에티오피아,1454
2024,06,엘살바도르,83
2024,06,영국,9302
2024,06,영국외지민,245
2024,06,영국외지시민,3
2024,06,영국해외영토시민,3
2024,06,예멘공화국,1225
2024,06,오만,134
2024,06,오스트레일리아,14001
2024,06,오스트리아,567
2024,06,온두라스,108
2024,06,요르단,689
2024,06,우간다,637
2024,06,우루과이,58
2024,06,우즈베키스탄,90800
2024,06,우크라이나,5222
2024,06,유고슬라비아,1
2024,06,이라크,722
2024,06,이란,2102
2024,06,이스라엘,457
2024,06,이집트,3176
2024,06,이탈리아,2313
2024,06,인도,17037
2024,06,인도네시아,62747
2024,06,일본,48567
2024,06,자메이카,57
2024,06,자이르,7
2024,06,잠비아,128
2024,06,적도기니,11
2024,06,조지아,146
2024,06,중국,317039
2024,06,중앙아프리카공화국,17
2024,06,지부티,7
2024,06,짐바브웨,134
2024,06,차드,8
2024,06,체코,438
2024,06,칠레,514
2024,06,카메룬,822
2024,06,카보베르데,1
2024,06,카자흐스탄,45675
2024,06,카타르,163
2024,06,캄보디아,62534
2024,06,캐나다,29332
2024,06,케냐,673
2024,06,코모로,5
2024,06,코소보,9
2024,06,코스타리카,132
2024,06,코트디부아르,284
2024,06,콜롬비아,861
2024,06,콩고,33
2024,06,콩고민주공화국,362
2024,06,쿠바,54
2024,06,쿠웨이트,186
2024,06,크로아티아,173
2024,06,키르기즈,11084
2024,06,키프로스,50
2024,06,태국,190608
2024,06,타이완,43287
2024,06,타지키스탄,2711
2024,06,탄자니아,566
2024,06,토고,48
2024,06,통가,7
2024,06,투르크메니스탄,1085
2024,06,튀니지,742
2024,06,튀르키예,4770
2024,06,트리니다드토바고,35
2024,06,티모르민주공화국,4253
2024,06,파나마,110
2024,06,파라과이,245
2024,06,파키스탄,17393
2024,06,파푸아뉴기니,20
2024,06,팔라우,11
2024,06,팔레스타인,97
2024,06,페루,1002
2024,06,포르투갈,411
2024,06,폴란드,1331
2024,06,프랑스,9031
2024,06,피지,88
2024,06,핀란드,530
2024,06,필리핀,68250
2024,06,한국계중국인,635215
2024,06,헝가리,424
2024,06,홍콩,14321
2024,06,홍콩거주난민,15
2024,07,가나,1544
2024,07,가봉,112
2024,07,가이아나,14
2024,07,감비아,122
2024,07,과테말라,147
2024,07,교황청,2
2024,07,국적불명,48
2024,07,국제연합,51
2024,07,국제연합 전문기구,6
2024,07,그레나다,6
2024,07,그리스,353
2024,07,기니,254
2024,07,기니비사우,15
2024,07,나미비아,2
2024,07,나우루,5
2024,07,나이지리아,2852
2024,07,남수단공화국,37
2024,07,남아프리카공화국,4819
2024,07,네덜란드,2835
2024,07,네팔,69438
2024,07,노르웨이,636
2024,07,뉴질랜드,4406
2024,07,니제르,12
2024,07,니카라과,52
2024,07,덴마크,763
2024,07,도미니카공화국,141
2024,07,도미니카연방,36
2024,07,독일,7393
2024,07,라오스,10226
2024,07,라이베리아,544
2024,07,라트비아,134
2024,07,러시아(연방),71693
2024,07,레바논,78
2024,07,레소토,9
2024,07,루마니아,541
2024,07,룩셈부르크,99
2024,07,르완다,512
2024,07,리비아,957
2024,07,리투아니아,218
2024,07,리히텐슈타인,2
2024,07,마다가스카르,70
2024,07,마샬군도,27
2024,07,마카오,1265
2024,07,말라위,59
2024,07,말레이시아,9631
2024,07,말리,260
2024,07,멕시코,1849
2024,07,모나코,
2024,07,모로코,1900
2024,07,모리셔스,52
2024,07,모리타니,17
2024,07,모잠비크,67
2024,07,몬테네그로,20
2024,07,몰도바,75
2024,07,몰디브,66
2024,07,몰타,39
2024,07,몽골,56056
2024,07,무국적,164
2024,07,미국,176460
2024,07,미상,1
2024,07,미얀마,49407
2024,07,미이크로네시아,24
2024,07,바누아투,128
2024,07,바레인,30
2024,07,바베이도스,8
2024,07,바하마,6
2024,07,방글라데시,29046
2024,07,베냉,36
2024,07,베네수엘라,235
2024,07,베트남,306300
2024,07,벨기에,1096
2024,07,벨라루스,459
2024,07,벨리즈,9
2024,07,보스니아-헤르체고비나,16
2024,07,보츠와나,35
2024,07,볼리비아,100
2024,07,부룬디,501
2024,07,부르키나파소,68
2024,07,부탄,46
2024,07,북마케도니아,14
2024,07,불가리아,211
2024,07,브라질,2546
2024,07,브루나이,122
2024,07,사모아,11
2024,07,사우디아라비아,2116
2024,07,산마리노,2
2024,07,상투메프린시페,2
2024,07,세네갈,329
2024,07,세르비아,117
2024,07,세르비아몬테네그로,1
2024,07,세이셸,2
2024,07,세인트루시아,7
2024,07,세인트빈센트그레나딘,4
2024,07,세인트크리스토퍼네비스,40
2024,07,소말리아,31
2024,07,솔로몬군도,34
2024,07,수단,354
2024,07,수리남,11
2024,07,스리랑카,33980
2024,07,스발바르,1
2024,07,스웨덴,1082
2024,07,스위스,1390
2024,07,스페인,2691
2024,07,슬로바크,216
2024,07,슬로베니아,119
2024,07,시리아,1908
2024,07,시에라리온,104
2024,07,싱가포르,3295
2024,07,아랍에미리트연합,878
2024,07,아르메니아,88
2024,07,아르헨티나,643
2024,07,아이슬란드,21
2024,07,아이티,165
2024,07,아일랜드,856
2024,07,아제르바이잔,595
2024,07,아프가니스탄,936
2024,07,안도라,3
2024,07,알바니아,59
2024,07,알제리,538
2024,07,앙골라,124
2024,07,앤티카바부다,8
2024,07,에리트레아,13
2024,07,에스와티니,32
2024,07,에스토니아,85
2024,07,에콰도르,443
2024,07,에티오피아,1457
2024,07,엘살바도르,85
2024,07,영국,9569
2024,07,영국외지민,171
2024,07,영국외지시민,4
2024,07,영국해외영토시민,12
2024,07,예멘공화국,1230
2024,07,오만,133
2024,07,오스트레일리아,11558
2024,07,오스트리아,685
2024,07,온두라스,91
2024,07,요르단,699
2024,07,우간다,646
2024,07,우루과이,57
2024,07,우즈베키스탄,91577
2024,07,우크라이나,5268
2024,07,유고슬라비아,1
2024,07,이라크,754
2024,07,이란,2080
2024,07,이스라엘,608
2024,07,이집트,3185
2024,07,이탈리아,2605
2024,07,인도,16788
2024,07,인도네시아,61353
2024,07,일본,48355
2024,07,자메이카,82
2024,07,자이르,7
2024,07,잠비아,116
2024,07,적도기니,12
2024,07,조지아,144
2024,07,중국,337731
2024,07,중앙아프리카공화국,20
2024,07,지부티,5
2024,07,짐바브웨,173
2024,07,차드,7
2024,07,체코,408
2024,07,칠레,497
2024,07,카메룬,830
2024,07,카보베르데,2
2024,07,카자흐스탄,46130
2024,07,카타르,182
2024,07,캄보디아,64069
2024,07,캐나다,30158
2024,07,케냐,761
2024,07,코모로,4
2024,07,코소보,7
2024,07,코스타리카,132
2024,07,코트디부아르,280
2024,07,콜롬비아,852
2024,07,콩고,34
2024,07,콩고민주공화국,355
2024,07,쿠바,50
2024,07,쿠웨이트,171
2024,07,크로아티아,180
2024,07,키르기즈,11235
2024,07,키리바시,9
2024,07,키프로스,50
2024,07,태국,189353
2024,07,타이완,36132
2024,07,타지키스탄,2706
2024,07,탄자니아,615
2024,07,토고,60
2024,07,통가,14
2024,07,투르크메니스탄,1104
2024,07,투발루,
2024,07,튀니지,776
2024,07,튀르키예,4897
2024,07,트리니다드토바고,49
2024,07,티모르민주공화국,4305
2024,07,파나마,113
2024,07,파라과이,261
2024,07,파키스탄,17712
2024,07,파푸아뉴기니,22
2024,07,팔라우,15
2024,07,팔레스타인,97
2024,07,페루,990
2024,07,포르투갈,402
2024,07,폴란드,1355
2024,07,프랑스,10139
2024,07,피지,95
2024,07,핀란드,385
2024,07,필리핀,66214
2024,07,한국계중국인,638252
2024,07,헝가리,409
2024,07,홍콩,12887
2024,07,홍콩거주난민,15
2024,08,가나,1588
2024,08,가봉,111
2024,08,가이아나,17
2024,08,감비아,124
2024,08,과테말라,165
2024,08,교황청,2
2024,08,국적불명,43
2024,08,국제연합,48
2024,08,국제연합 전문기구,11
2024,08,그레나다,13
2024,08,그리스,368
2024,08,기니,253
2024,08,기니비사우,16
2024,08,나미비아,9
2024,08,나우루,5
2024,08,나이지리아,2907
2024,08,남수단공화국,35
2024,08,남아프리카공화국,4990
2024,08,네덜란드,1980
2024,08,네팔,71891
2024,08,노르웨이,627
2024,08,뉴질랜드,4650
2024,08,니제르,14
2024,08,니카라과,60
2024,08,덴마크,840
2024,08,도미니카공화국,152
2024,08,도미니카연방,42
2024,08,독일,8665
2024,08,라오스,10388
2024,08,라이베리아,537
2024,08,라트비아,174
2024,08,러시아(연방),71105
2024,08,레바논,77
2024,08,레소토,12
2024,08,루마니아,612
2024,08,룩셈부르크,129
2024,08,르완다,585
2024,08,리비아,991
2024,08,리투아니아,277
2024,08,리히텐슈타인,4
2024,08,마다가스카르,69
2024,08,마샬군도,29
2024,08,마카오,552
2024,08,말라위,73
2024,08,말레이시아,10851
2024,08,말리,257
2024,08,멕시코,2405
2024,08,모나코,
2024,08,모로코,2005
2024,08,모리셔스,36
2024,08,모리타니,17
2024,08,모잠비크,78
2024,08,몬테네그로,19
2024,08,몰도바,83
2024,08,몰디브,22
2024,08,몰타,69
2024,08,몽골,54166
2024,08,무국적,164
2024,08,미국,172091
2024,08,미상,1
2024,08,미얀마,51082
2024,08,미이크로네시아,24
2024,08,바누아투,33
2024,08,바레인,34
2024,08,바베이도스,12
2024,08,바하마,11
2024,08,방글라데시,29765
2024,08,베냉,26
2024,08,베네수엘라,247
2024,08,베트남,313445
2024,08,벨기에,1004
2024,08,벨라루스,464
2024,08,벨리즈,7
2024,08,보스니아-헤르체고비나,25
2024,08,보츠와나,41
2024,08,볼리비아,128
2024,08,부룬디,543
2024,08,부르키나파소,65
2024,08,부탄,53
2024,08,북마케도니아,26
2024,08,불가리아,286
2024,08,브라질,2645
2024,08,브루나이,185
2024,08,사모아,16
2024,08,사우디아라비아,1413
2024,08,산마리노,4
2024,08,상투메프린시페,2
2024,08,세네갈,326
2024,08,세르비아,121
2024,08,세르비아몬테네그로,1
2024,08,세이셸,2
2024,08,세인트루시아,6
2024,08,세인트빈센트그레나딘,4
2024,08,세인트크리스토퍼네비스,30
2024,08,소말리아,30
2024,08,솔로몬군도,27
2024,08,수단,361
2024,08,수리남,7
2024,08,스리랑카,34740
2024,08,스발바르,1
2024,08,스웨덴,1182
2024,08,스위스,1298
2024,08,스페인,3075
2024,08,슬로바크,238
2024,08,슬로베니아,106
2024,08,시리아,1922
2024,08,시에라리온,116
2024,08,싱가포르,6746
2024,08,아랍에미리트연합,568
2024,08,아르메니아,98
2024,08,아르헨티나,684
2024,08,아이슬란드,23
2024,08,아이티,164
2024,08,아일랜드,880
2024,08,아제르바이잔,575
2024,08,아프가니스탄,953
2024,08,안도라,3
2024,08,알바니아,62
2024,08,알제리,586
2024,08,앙골라,123
2024,08,앤티카바부다,9
2024,08,에리트레아,13
2024,08,에스와티니,21
2024,08,에스토니아,123
2024,08,에콰도르,442
2024,08,에티오피아,1502
2024,08,엘살바도르,147
2024,08,영국,9548
2024,08,영국외지민,178
2024,08,영국외지시민,3
2024,08,영국해외영토시민,3
2024,08,예멘공화국,1231
2024,08,오만,110
2024,08,오스트레일리아,13026
2024,08,오스트리아,837
2024,08,온두라스,95
2024,08,요르단,703
2024,08,우간다,677
2024,08,우루과이,60
2024,08,우즈베키스탄,91925
2024,08,우크라이나,5335
2024,08,유고슬라비아,1
2024,08,이라크,743
2024,08,이란,2311
2024,08,이스라엘,587
2024,08,이집트,3212
2024,08,이탈리아,3214
2024,08,인도,17540
2024,08,인도네시아,62625
2024,08,일본,60236
2024,08,자메이카,66
2024,08,자이르,7
2024,08,잠비아,119
2024,08,적도기니,10
2024,08,조지아,178
2024,08,중국,330080
2024,08,중앙아프리카공화국,21
2024,08,지부티,4
2024,08,짐바브웨,156
2024,08,차드,7
2024,08,체코,441
2024,08,칠레,549
2024,08,카메룬,842
2024,08,카보베르데,3
2024,08,카자흐스탄,45662
2024,08,카타르,108
2024,08,캄보디아,64766
2024,08,캐나다,28650
2024,08,케냐,724
2024,08,코모로,5
2024,08,코소보,10
2024,08,코스타리카,153
2024,08,코트디부아르,257
2024,08,콜롬비아,984
2024,08,콩고,42
2024,08,콩고민주공화국,365
2024,08,쿠바,56
2024,08,쿠웨이트,338
2024,08,크로아티아,179
2024,08,키르기즈,11399
2024,08,키리바시,9
2024,08,키프로스,61
2024,08,타이,189476
2024,08,타이완,40326
2024,08,타지키스탄,2734
2024,08,탄자니아,637
2024,08,토고,58
2024,08,통가,15
2024,08,투르크메니스탄,1148
2024,08,투발루,7
2024,08,튀니지,786
2024,08,튀르키예,4915
2024,08,트리니다드토바고,39
2024,08,티모르민주공화국,4336
2024,08,파나마,99
2024,08,파라과이,242
2024,08,파키스탄,18086
2024,08,파푸아뉴기니,27
2024,08,팔라우,11
2024,08,팔레스타인,107
2024,08,페루,1011
2024,08,포르투갈,510
2024,08,폴란드,1757
2024,08,프랑스,10057
2024,08,피지,104
2024,08,핀란드,526
2024,08,필리핀,66761
2024,08,한국계중국인,638229
2024,08,헝가리,447
2024,08,홍콩,10200
2024,08,홍콩거주난민,14
2024,09,가나,1620
2024,09,가봉,134
2024,09,가이아나,18
2024,09,감비아,125
2024,09,과테말라,174
2024,09,교황청,2
2024,09,국적불명,52
2024,09,국제연합,39
2024,09,국제연합 전문기구,13
2024,09,그레나다,12
2024,09,그리스,451
2024,09,기니,252
2024,09,기니비사우,16
2024,09,나미비아,6
2024,09,나우루,5
2024,09,나이지리아,2937
2024,09,남수단공화국,36
2024,09,남아프리카공화국,5114
2024,09,네덜란드,2676
2024,09,네팔,73148
2024,09,노르웨이,839
2024,09,뉴질랜드,5206
2024,09,니제르,18
2024,09,니카라과,61
2024,09,덴마크,991
2024,09,도미니카공화국,173
2024,09,도미니카연방,50
2024,09,독일,10763
2024,09,라오스,10520
2024,09,라이베리아,539
2024,09,라트비아,223
2024,09,러시아(연방),71689
2024,09,레바논,76
2024,09,레소토,13
2024,09,루마니아,661
2024,09,룩셈부르크,101
2024,09,르완다,591
2024,09,리비아,968
2024,09,리투아니아,316
2024,09,리히텐슈타인,2
2024,09,마다가스카르,91
2024,09,마샬군도,29
2024,09,마카오,839
2024,09,말라위,74
2024,09,말레이시아,13443
2024,09,말리,254
2024,09,멕시코,2693
2024,09,모나코,
2024,09,모로코,2017
2024,09,모리셔스,46
2024,09,모리타니,19
2024,09,모잠비크,73
2024,09,몬테네그로,30
2024,09,몰도바,92
2024,09,몰디브,6
2024,09,몰타,45
2024,09,몽골,56383
2024,09,무국적,164
2024,09,미국,182192
2024,09,미상,1
2024,09,미얀마,52070
2024,09,미이크로네시아,25
2024,09,바누아투,38
2024,09,바레인,38
2024,09,바베이도스,11
2024,09,바하마,19
2024,09,방글라데시,30232
2024,09,베냉,33
2024,09,베네수엘라,250
2024,09,베트남,318160
2024,09,벨기에,1252
2024,09,벨라루스,503
2024,09,벨리즈,8
2024,09,보스니아-헤르체고비나,46
2024,09,보츠와나,41
2024,09,볼리비아,165
2024,09,부룬디,567
2024,09,부르키나파소,87
2024,09,부탄,51
2024,09,북마케도니아,48
2024,09,불가리아,355
2024,09,브라질,2896
2024,09,브루나이,175
2024,09,사모아,12
